主文/留言,作者,時間,標題,推/噓,內容
回覆,fishmiu1226,2021/11/18 11:24,[問題] 我適合買基金嗎？,推,不會挑基金又保守的話要不要試試理財機器人？每個月五千可以買到5-6隻不等的基金分散風險，很多銀行和投信投顧都買得到，銀行的話我之前有用過國泰的，投信投顧的話野村和富蘭克林現在都是免手續費，之後也沒有管理費，但野村投入門檻比較高，要1萬
回覆,jiuntuen,2021/11/18 17:11,[問題] 我適合買基金嗎？,推,當然可以 我自己是買摩根士丹利美國增長基金定期定額還滿不錯的
回覆,shiraishi,2021/11/19 00:28,[問題] 我適合買基金嗎？,推,上面有提到的富蘭克林AI新科技基金有在我的觀察名單裡面，我自己也是小資族，而且這款我看是新的，比很多已經被炒到高基期的ETF好一點我覺得
回覆,westlml,2021/11/20 20:26,[問題] 我適合買基金嗎？,推,野村優質 安聯三雄 統一系列 群益店頭 統一全球新科技都不錯
回覆,amo0717,2021/11/23 08:59,[問題] 我適合買基金嗎？,推,其實如果是股市小白真的建議先買基金類當存股 不求報酬至少先求不會賠到錢 不然貿然進入股市很容易受傷 如果原po想買看好的產業基金是還可以
回覆,djisjd4dv54,2021/11/23 18:49,[問題] 我適合買基金嗎？,推,電動車前陣子被炒一波然後又大波動，這陣子電子的走勢真的很妖，不過不能否認科技、電動車確實還是未來趨勢
回覆,cetus,2021/12/4 09:08,[問題] 我適合買基金嗎？,無,安聯
回覆,s12e43w,2021/12/4 09:08,安聯,推,懂多少就賺多少 不要看人家覺得很好就瞎跟
回覆,windalso,2021/12/5 21:33,[問題] 我適合買基金嗎？,推,所以你是有存款嗎
主文,uyulala (Neverending),2021/11/14 08:01,[閒聊] 今年以來國內外基金表現,無,"資料來源

https://www.moneydj.com/funddj/ys/YP600.djhtm
https://fund.cnyes.com/search/?forSale=1
https://www.moneydj.com/etf/eb/ET305001list.djhtm?R=100&CC=f30&order=3



國內外基金今年以來表現最佳－台幣美元計價
https://i.imgur.com/vN8CsmB.jpg


國外基金今年以來表現最佳－美元計價
https://i.imgur.com/wtmjzZ4.jpg


國內外基金今年以來表現最差－台幣美元計價
https://i.imgur.com/a7Zobui.jpg


台灣ETF今年以來表現最佳
https://i.imgur.com/fPvYGEo.jpg

"
回覆,candyrain821,2021/11/14 08:27,[閒聊] 今年以來國內外基金表現,無,推。請問藍色字代表什麼呢？
回覆,uyulala,2021/11/14 08:27,推。請問藍色字代表什麼呢？,推,哪裡有藍字？
回覆,candyrain821,2021/11/14 11:20,[閒聊] 今年以來國內外基金表現,無,第一張圖片 基金名稱有藍字跟棕字
回覆,uyulala,2021/11/14 11:20,第一張圖片 基金名稱有藍字跟棕字,推,棕字應該是我點進去看過，但是我不能完全確定。因為像富邦台灣中小那支ETF我也點過但是沒有變棕字
回覆,candyrain821,2021/11/14 13:52,[閒聊] 今年以來國內外基金表現,推,原來如此 謝謝
回覆,popolili,2021/11/14 17:57,[閒聊] 今年以來國內外基金表現,無,我一直以為那是U大暗示可以關注的
回覆,ilutc,2021/11/14 19:00,[閒聊] 今年以來國內外基金表現,推,推~
回覆,candyrain821,2021/11/14 22:03,[閒聊] 今年以來國內外基金表現,推,我是一直想不通其中玄機
主文,iamkorean (我愛鍾碩),2021/11/12 19:58,鉅亨10年0手續費基金標的選擇,無,"
鉅亨定期定額10年0手續費活動，從9月下旬到現在也已經快2個月，我有趁勢買一些台股、美股、科技型基金(清單如下)

野村優質基金統一奔騰基金
安聯台灣大壩
摩根士丹利美國增長 (美元申購)
摩根美國科技 (美元申購)
新光創新科技
摩根士丹利新興領先 (美元申購)

本來這個活動前就有佈局一些全球高收益債、美國高收益債、複合債券和全球股票型基金(清單如下)

貝萊德環球高收益債券基金 (美元申購，單筆+定期定額持續扣款中)
聯博全球高收益債券基金PIMCO多元收益
美盛西方資產美國高收益債券基金 (美元申購)
普信全球焦點成長股票 (美元申購)
摩根環球股票收益基金 (美元申購)


不知道大家覺得這樣的佈局還有沒有可以加強的，可以給我一點建議，另外，有版友可以分享趁鉅亨這次10年0手續費買了甚麼標的嗎?



"
回覆,Radiomir,2021/11/12 19:58,鉅亨10年0手續費基金標的選擇,無,"喜歡高收債可考慮-摩根環球高收,費用率1.07%,績效不錯"
回覆,iamkorean,2021/11/12 19:58,"喜歡高收債可考慮-摩根環球高收,費用率1.07%,績效不錯",無,謝謝，因為已經有貝萊德跟聯播二檔高收了，會再研究看看是不是要換成摩根環高收^ ^不過請問內扣費用是要去哪裡查？
回覆,shoppinglin,2021/11/12 23:23,鉅亨10年0手續費基金標的選擇,無,聯博收益傘形直接幫你買成組合基金ETF
回覆,popolili,2021/11/13 00:34,鉅亨10年0手續費基金標的選擇,無,股債平衡有參考強基金配置，你可以看看貝萊德ESG社會責任多元資產基金(美金)或 復華全球戰略配置強基金  目前也在這幾檔比較
回覆,ju105208092,2021/11/13 08:59,鉅亨10年0手續費基金標的選擇,無,1.2不錯 聯博國際科技、貝萊德世界科技
回覆,meimeilian,2021/11/13 09:19,鉅亨10年0手續費基金標的選擇,無,很會挑喔~定期定額那幾檔都超強，除了台股、美股、科技股外，是我會想再加一些醫療、永續等長線題材，如聯博國際醫療、法巴能源轉型等，畢竟有10年不用手續費，可以慢慢佈局，其他固定收益部份除了與景氣連動較高的高收益債外，現在新興市場債相對弱勢，短線雖然看不太出反彈跡象，但若是從現在開始慢慢佈局， 未來空間還是很值得期待的~重點是新興債急不得，如果急著看績效的慎入喔~
回覆,mark08220415,2021/11/13 21:47,鉅亨10年0手續費基金標的選擇,無,如果對成熟市場有興趣，歐股現在的評價比美股便宜，可以佈局一些歐洲股票，貝萊德歐洲可以考慮，績效不錯，鉅亨現在單筆也是0手續費
回覆,febjoy,2021/11/14 19:40,鉅亨10年0手續費基金標的選擇,無,我自己是利用十全十美下摩根士丹利的美國增長和佈局環球機會，這比較符合我長期佈局的標的，鉅亨的十年長期也符合我對長期定期定額的區間!
回覆,ilutc,2021/11/14 19:40,鉅亨10年0手續費基金標的選擇,無,貝萊德歐洲靈活股票本來單筆 趁這波改定時定額
回覆,iamkorean,2021/11/14 19:40,貝萊德歐洲靈活股票本來單筆 趁這波改定時定額,無,謝謝樓上大家的建議，我這幾天有加碼貝萊德歐洲跟買一點新興債，有看到一些報告跟數據，亞高收的價格好像超跌了，感覺中國應該也不會一直放任房市這樣糟下去，所以就布局了一咪咪新興債
主文,a281393 (我要養貓咪),2021/11/12 11:26,Re: [問題] 基富通平台風險請教,無,"這篇來科普一下基富通的背景，基本上基富通是半官股性質

所以基富通基本上是倒不了台的
金管會其實一直想要解決銀行端收取過高費用以及金融商品不透明等等等的問題
於是鼓勵集保所轉投資成立基富通證券公司，所以基富通的母公司是集保所
順便落實個普惠金融，提倡全民自主理財，讓民眾更加親近這些原本會被理專推銷的產品

基金平台跟銀行比較的優勢在板上應該已經出現很多次了吧?
基金平台是不收取銀行端會收取的信託管理費的
然後在申購手續費的部分幾乎都會有優惠，基本都不會付到申購手續費的錢
算是反向回饋給投資人吧

基富通除了官股撐腰，也是三家平台最大的
基金數量也最多，鉅亨跟中租現在也都慢慢追上來了
良性競爭下，受惠的都是投資人哈

前幾篇還有被理專推銷後收型基金的案例
不得不說，基金平台真的還需要推廣給更多人
舉個例，基富通的基金產品比在銀行可以申購的數量多太多
當然在銀行多買個幾年可以變VIP，但也是要多付幾年的錢給銀行啊
在基富通直接省下的優惠不是等同於在銀行變VIP嗎?當然如果你需要專人服務那就另當別
論了啦

基富通還有一個優勢，就是現在在推的這個好好退休
以前市場上，從來都沒有像是好享退這樣方案(好享退是好好退休的前身
能夠集結各家投信公司(基金公司)來參加方案，銀行端也都推銷有合作關係的基金
在好好退休也不會偏頗哪幾間投信公司，就是...你自己選你要哪檔基金醬

方案也將經理費壓低到1%以內...(我猜就是通路方，說話權大一點所以可以談到這個價碼
所以...回歸正題，基富通基本不會倒台啦，金管會在後面撐著呢~

打這麼多字(可惡，我好想要P幣QQQ


"
回覆,moom50302,2021/11/12 11:50,Re: [問題] 基富通平台風險請教,推,好想退、好好退真的不錯穩
回覆,dobedobedo,2021/11/12 13:01,Re: [問題] 基富通平台風險請教,推,選板主啦
回覆,Radiomir,2021/11/12 13:07,Re: [問題] 基富通平台風險請教,推,"比較希望政府可以引進海外ETF, 能加速退休金投入意願~"
回覆,a741236985,2021/11/12 15:38,Re: [問題] 基富通平台風險請教,推,推認真科普
回覆,highleip,2021/11/12 16:13,Re: [問題] 基富通平台風險請教,推,回R大，豐存股可以買到美國ETF，手續費比複委託低很多。
回覆,sylee007,2021/11/12 16:37,Re: [問題] 基富通平台風險請教,無,這次好好退休裡面有蠻多檔都有包含海外ETF，感覺這是目前最大限度了，只能看未來能不能有機會直接引進海外ETF
回覆,gtomina8810,2021/11/12 16:37,這次好好退休裡面有蠻多檔都有包含海外ETF，感覺這是目前最大限度了，只能看未來能不能有機會直接引進海外ETF,推,引進海外etf就跟引進FCV一樣 你要電動車怎麼活
回覆,yuenru,2021/11/13 21:10,Re: [問題] 基富通平台風險請教,推,豐存股正在進場中
回覆,yamiyami,2021/11/13 21:24,Re: [問題] 基富通平台風險請教,推,平台的基金有沒有辦法質借出來呢
回覆,jassysc,2021/11/15 14:25,Re: [問題] 基富通平台風險請教,推,基金板比以前熱鬧了，真的可以努力推個版主...
回覆,ilutc,2021/11/15 18:39,Re: [問題] 基富通平台風險請教,無,有 感覺基金版人氣有稍微上升了
回覆,chancewen,2021/11/15 18:39,有 感覺基金版人氣有稍微上升了,推,剛加入好好退
主文,ageba (占米),2021/11/9 20:05,[問題] 基富通平台風險請教,無,"我父親有在中國信託買基金

基富通有手續費優惠及免保管費

我勸父親在基富通購買基金

老父因爲沒聽過基金平台

跟我講了鴻源故事

擔心會倒閉錢會拿不回來

我也不知道基富通若倒了會怎麼樣

特來請教若基富通倒閉錢拿的回來嗎？



"
回覆,balaboo123,2021/11/9 20:05,[問題] 基富通平台風險請教,無,這種不是都有集保的嗎？ 更何況這半官方 政府能讓他倒？
回覆,JFHo,2021/11/9 20:05,[問題] 基富通平台風險請教,無,"基富通是集保子公司,客戶資產是放在集保,基富通倒了,找集保拿回來就好,集保倒了,那台灣大概也沒救了"
回覆,ilutc,2021/11/9 20:05,"基富通是集保子公司,客戶資產是放在集保,基富通倒了,找集保拿回來就好,集保倒了,那台灣大概也沒救了",無,基金平台只是通路吧
回覆,roy040985,2021/11/9 19:28,[問題] 基富通平台風險請教,無,幫補充：基富通成立股東為集保+櫃買中心以及34間國內外基金公司共同成立，背後最大股東為台灣集保
回覆,protoss666,2021/11/9 19:28,幫補充：基富通成立股東為集保+櫃買中心以及34間國內外基金公司共同成立，背後最大股東為台灣集保,無,連基富通都害怕 那還是不要投資了
回覆,blackorblue,2021/11/9 21:50,[問題] 基富通平台風險請教,無,集保的app都會顯示你藉由集保銀行買到哪些基金 三大平臺的都有
回覆,popolili,2021/11/9 21:56,[問題] 基富通平台風險請教,無,長輩有疑慮的時候實在難溝通
回覆,j49222106,2021/11/9 21:59,[問題] 基富通平台風險請教,無,長輩不一定曾經經歷過，但是道理卻很能講
回覆,dbdudsorj,2021/11/9 23:49,[問題] 基富通平台風險請教,無,政府開的還要怕 你爸去買保險箱放現鈔好了
回覆,yuenru,2021/11/10 09:27,[問題] 基富通平台風險請教,無,基富通是官方成立你說了，他不聽不信不動是他的認知。而且，現在鉅亨比較好買
回覆,Tutan,2021/11/10 09:27,基富通是官方成立你說了，他不聽不信不動是他的認知。而且，現在鉅亨比較好買,無,基富通都不敢用了，更不敢用鉅亨吧
回覆,illegalmad,2021/11/10 10:51,[問題] 基富通平台風險請教,無,這問題感覺跟問證券交易所倒了怎麼辦一樣
回覆,isco,2021/11/10 10:51,這問題感覺跟問證券交易所倒了怎麼辦一樣,無,唉，這就跟一堆人說勞退新制會倒的傳聞一樣，說半天他都不加。
回覆,pupuliao,2021/11/10 12:09,[問題] 基富通平台風險請教,無,其實也還好啦，又不是每個人都知道基富通的後台是誰
