主文/留言,作者,時間,標題,內容
留言,中原大學,2021/10/18 07:42,#請益 基金0050真的穩賺不賠嗎？,B57 ETF就是基金，可以在股票市場交易的基金
留言,亞洲大學,2021/10/18 09:06,#請益 基金0050真的穩賺不賠嗎？,"B57 跟著我唸一遍
指數股票型基金"
留言,國立成功大學,2021/10/18 13:52,#請益 基金0050真的穩賺不賠嗎？,現在越來越難賺，因為有一半的比例掐在台積電上面，台積電短期已經漲高了所以0050也不會漲，提他0049又通常都不爭氣，所以0050目前是很糟糕的標的
留言,東南科技大學,2021/10/18 14:20,#請益 基金0050真的穩賺不賠嗎？,"你去看台積電k線跟0050的對比
你就知道賺不賺"
留言,國立虎尾科技大學,2021/10/18 14:42,#請益 基金0050真的穩賺不賠嗎？,你把股票拉20年，都是左下到右上
留言,不然用看看嘛,2021/10/18 20:01,#請益 基金0050真的穩賺不賠嗎？,"截圖都泛黃
跟你的新發現一樣"
留言,國立臺灣師範大學,2021/10/19 05:01,#請益 基金0050真的穩賺不賠嗎？,不能說穩賺，但大機率不賠
主文,NI HAO,2021/10/16 09:32,"阿姐的基金對帳單分享
報酬率101.56% 0..0","如題，我家阿姐在去年三月全球股市和石油價格跌得我快要懷疑人生的時候...竟然心臟超級大顆的分批購入能源基金(FS00981818 貝萊德世界能源基金A2美元)，一路慢慢吃貨...
就這樣擺著擺著...竟然就默默的來到翻了整整一倍的報酬率...最近在石油價格頻頻履創新高的這幾週，開始一批一批慢慢收割了...
阿阿阿覺得羨慕阿...希望下次石油再來一次大跌時，可以沉住氣買下去！！嗚嗚嗚..."
留言,中原大學,2021/10/16 09:50,"阿姐的基金對帳單分享
報酬率101.56% 0..0","去年石油負油價的時候才割了一堆韭菜
不要看人賺就自己想跟
多了解好"
留言,一切都無解,2021/10/16 12:53,"阿姐的基金對帳單分享
報酬率101.56% 0..0","倖存者偏差，沒什麼好羨慕的
賠錢的人多的是，只是你不知道而已"
留言,高苑科技大學,2021/10/17 03:44,"阿姐的基金對帳單分享
報酬率101.56% 0..0",沒有人賠錢，怎麼會有人賺錢？妳說是不是？
留言,國立雲林科技大學,2021/10/17 03:46,"阿姐的基金對帳單分享
報酬率101.56% 0..0","笑死
有夠韭
再一次跌下去你也不敢買啦"
留言,中國文化大學,2021/10/17 09:15,"阿姐的基金對帳單分享
報酬率101.56% 0..0","板上有人說想要再一次熔斷
那個時候他最好敢買==
一堆事後諸葛仔"
留言,國立臺北大學,2021/10/18 06:29,"阿姐的基金對帳單分享
報酬率101.56% 0..0",幸存者偏差
主文,國立臺北教育大學,2021/10/16 07:41,#請益 #請益 #基金 #匯豐成功基金 #T0406Y,"第一次發言
請教大家，先謝謝各位協助。
因為處理長輩後事，家人發現集保這個(T0406Y 匯豐成功基金)不知道該怎麼處理。
可能有二十年了，看了也不懂，實在不知道該如何處理。
市值為0是不是就不要管呢？還是說有欠款需要繳才能結清？
因為我們家的人也不懂股票，長輩的集保也沒有什麼股票（只有零股、總市值不到3000元）。現在不知道要怎麼辦才好，有上網查這個基金還存在市場。不知道要如何結清或是保留。
突然的亂及處理後事較忙，雖然無法常常注意留言但會盡量第一時間回覆，請大家多多包涵。感謝大家願意幫忙。"
留言,中華科技大學,2021/10/16 13:38,#請益 #請益 #基金 #匯豐成功基金 #T0406Y,"啊就去問匯豐啊？
留言板看起來像匯豐客服嗎"
留言,原Po,2021/10/16 13:53,#請益 #請益 #基金 #匯豐成功基金 #T0406Y,B1好哦，謝謝你。是匯豐銀行對嗎？因為不了解。我會去問問看。
留言,狂徒,2021/10/16 16:54,#請益 #請益 #基金 #匯豐成功基金 #T0406Y,妳可以問匯豐中華投信比較準
留言,原Po,2021/10/16 21:02,#請益 #請益 #基金 #匯豐成功基金 #T0406Y,"B3
B3非常感謝你，星期一我會打電話問。原來是匯豐中華投信。"
留言,原Po,2022/4/1 07:38,#請益 #請益 #基金 #匯豐成功基金 #T0406Y,"B3 非常感謝您，已經依據指點處理，的確是匯豐中華投信。該基金已經由封閉型轉開放型，所幸當初放在集保（非自行攜帶），所以資料完整，經過一些手續得以贖回。
祝福您投資順利、心想事成、著作大賣！"
主文,國立雲林科技大學,2021/10/15 09:08,#問 基金各項數據重要性評比,"各位大大們好 決定要把定存的美金轉投全球或美國基金 有以下幾個問題 請大大們賜教
在個人投資配比上 希望科技占大約50 防禦標的20 剩下30就放保守固收
1.根據晨星分組 有所謂均衡型或產業股等等 均衡性裡面就已經配比了科技、防禦等等股票 按照我希望的比例 我是直接買產業類基金自己配比 還是直接買配比好的均衡性基金呢？
（我個人比較偏向自己配比 如果發生產業變動感覺比較有彈性？想問一下各位大大們的意見）
2.我有做了一個表 裡面羅列基金做數據比較 在相同分組（如都是美國大型均衡型股票）中 我不太知道數據的重要性排名 總感覺會被互相影響 可能這支夏普值最好 但指數排名又遠遠輸於其他支 有大大可以分享一下篩選心得嗎 感謝了"
留言,國立中興大學,2021/10/15 14:27,#問 基金各項數據重要性評比,VTI VT
主文,國立高雄應用科技大學,2021/10/15 03:02,#請益 好好退休基金應該選擇全球市場還是台股市場?,"這次基富通的優惠太優，不參加一下我真心覺得有點可惜
自己做了一點小功課，去其他版像是PTT和強基金都爬了一些文了，但要下手時還是有點小猶豫
我先把在好好退休上面的有興趣的基金篩了出來
首先是積極型的
這邊比較有興趣的
富達全球主題機會基金
聯博聚焦全球股票基金
紐約梅隆環球股票基金
(但這三檔後來被我剔除了，三檔都是美元計價，我思索自己未來會不會有存美元的想法，後來想想應該不會，要把匯損甚麼都也考慮進去...)
目標日期型的
之前好享退績效最好的就是國泰泰享退的2049
(有看一下，績效將近快20%
但這裡比較有興趣的是貝萊德享退休的2050
裡面的組合主要以美股ETF為主，但這檔基金的成立時間沒到很長，還有些疑慮
不知道大家怎麼看呢?
台股基金的部分
過去績效不錯的是國泰小龍基金
我對於保德信金滿意和永豐永豐基金這兩隻的成分股也都覺得還不錯的，裡面也都有台積電的佔比，績效成長看起來也蠻好的
所以目前最有興趣大致可歸類成
全球型市場的基金和台股市場的基金
不知道版上會覺得選哪一類基金比較好?
我目前對台股市場應該也是保持長多看待
但論長期穩健的話好像是全球型市場會比較好的樣子
版上怎麼看呢???"
留言,國立臺中科技大學,2021/10/15 03:29,#請益 好好退休基金應該選擇全球市場還是台股市場?,我覺得 直接買美股ETF 比較好
留言,國立虎尾科技大學,2021/10/15 04:51,#請益 好好退休基金應該選擇全球市場還是台股市場?,"那妳怎麼不買美股ETF就好…
內扣費用比基富通的優惠還香
再說現在匯率也是很香…"
留言,國立高雄大學,2021/10/15 05:12,#請益 好好退休基金應該選擇全球市場還是台股市場?,"你直接買美股etf不就好了
基金光是內扣費用就讓你哭死"
留言,Barney,2021/10/15 06:25,#請益 好好退休基金應該選擇全球市場還是台股市場?,"各位應該不用太認真
他只是宣傳仔而已
就跟國內投信發行一堆ETF時一樣，一定會有人出來說看好這檔的未來準備申購或是已申購幾張，所以聽聽看看就好，不用太認真"
留言,原Po,2021/10/15 06:31,#請益 好好退休基金應該選擇全球市場還是台股市場?,"B2 因為我現在還沒打算碰附委託或是開任何海外券商
這只是可以每月分一點小錢存一下而已
而且好好退休經理費都壓在1%以內，其實便宜很多，也不會再多收任何其他費用"
留言,國立臺灣大學,2021/10/15 07:04,#請益 好好退休基金應該選擇全球市場還是台股市場?,全球型的基金漲幅比較大，但要放很~~~久
留言,Alfie🎩,2021/10/15 07:16,#請益 好好退休基金應該選擇全球市場還是台股市場?,這次好好退休是可以用美金扣款的嗎?我印象好像只能用台幣不是嗎?
留言,原Po,2021/10/15 09:00,#請益 好好退休基金應該選擇全球市場還是台股市場?,B6 對呀~這也是我猶豫一些的原因，但猶豫點也是台股市場這兩年真的是漲蠻兇的
留言,原Po,2021/10/15 09:00,#請益 好好退休基金應該選擇全球市場還是台股市場?,B7 可以哦~這次的扣款可以用美金，最低申購金額美金100元
留言,國立臺灣大學,2021/10/15 10:52,#請益 好好退休基金應該選擇全球市場還是台股市場?,我也是在為好好退休不知道要選擇甚麼標的而煩惱中…
留言,弘光科技大學,2021/10/15 12:59,#請益 好好退休基金應該選擇全球市場還是台股市場?,都用封存股買美股ETF
留言,世新大學,2021/10/15 15:06,#請益 好好退休基金應該選擇全球市場還是台股市場?,我本來是想直接選國泰2049的說，因為好享退就他績效最好，但這次好好退休檔數這麼多，確實是可以多看一點
留言,雨鞋👟,2021/10/15 15:08,#請益 好好退休基金應該選擇全球市場還是台股市場?,話說這次好好退休基金的R級別和R累型是指甚麼啊???
留言,世新大學,2021/10/15 15:17,#請益 好好退休基金應該選擇全球市場還是台股市場?,我會選全球型市場的，畢竟真的論長多， 美股或是全球市場的漲幅是真的很大
留言,原Po,2021/10/15 16:52,#請益 好好退休基金應該選擇全球市場還是台股市場?,B14 是專為好好退休設計的低經理費的代碼，只是要區分開來而已
留言,國立臺中科技大學,2021/10/15 18:08,#請益 好好退休基金應該選擇全球市場還是台股市場?,"請問 買基金是不是跟買儲蓄險一樣 ？需不需要綁約什麼的？
因為買美股 有錢就可以買
要是哪天工作失利 沒錢就不買 也沒關係
對基金這一塊是完全不懂
我媽寶 媽媽叫我別碰哈哈哈"
留言,國立虎尾科技大學,2021/10/15 18:42,#請益 好好退休基金應該選擇全球市場還是台股市場?,B17 不用綁約啊，買基金就跟股票差不多，可以買了就放著等獲利再賣出，差別在於基金多了基金經理人幫你操盤，所以會比股票多一點費用
留言,國立中山大學,2021/10/16 09:25,#請益 好好退休基金應該選擇全球市場還是台股市場?,美股etf+1，時間成本也是成本，大盤etf是最不需要花時間的
留言,國立成功大學,2021/10/17 08:48,#請益 好好退休基金應該選擇全球市場還是台股市場?,這次好好退休最難得的優惠還有在經理費1%(雖然好享退壓在0.5%)，原本富達和聯博那隻都超過1%，好好退休裡面連1%都不到
主文,國立清華大學,2021/10/13 08:22,#新聞 國安基金明討論是否進場,"台股近來跌不停，更一度失守16400點
國安基金14日將召開第3季例會
是否授權進場護盤也引發關注
財政部長蘇建榮今（13）日表示會密切注意
近期台股表現國安基金委員會也會有所討論
至於明年所得稅扣除額是否調高？
蘇建榮說大約於10月底主計總處公布相關的物價指數以後
才會在年底之前正式的公布調整幅度
如果真的有調整的話
將於後年申報的時候適用
蘇建榮也談到
台股因素有很多包含美國因素、中國大陸因素
美國公債殖利率上升、聯準會要不要縮表?
大陸則是房地產以及相關的問題，都會影響台股
大家覺得這波會進場護盤嗎？"
留言,國立政治大學,2021/10/13 08:43,#新聞 國安基金明討論是否進場,萬六護三小盤 等5000再說
留言,國立成功大學,2021/10/13 08:56,#新聞 國安基金明討論是否進場,國安基金還在等抄底
留言,國立臺灣大學,2021/10/13 09:06,#新聞 國安基金明討論是否進場,等大盤跌破10年線再考慮吧
留言,國立成功大學,2021/10/13 09:18,#新聞 國安基金明討論是否進場,萬點護個毛
留言,國立中央大學,2021/10/13 09:26,#新聞 國安基金明討論是否進場,"國安基金都是10年才會護
等到10000可能有機會"
留言,敏實科技大學,2021/10/13 09:55,#新聞 國安基金明討論是否進場,可以做空啊 護個屁喔
留言,國立虎尾科技大學,2021/10/13 10:13,#新聞 國安基金明討論是否進場,為什麼韭菜都會意淫國安基金來護盤
留言,國立臺灣科技大學,2021/10/13 17:30,#新聞 國安基金明討論是否進場,"長榮上週五記得也有長老進來撐
還不是跌的一蹋糊塗
台股真要靠外資
美元指數最好是不要再創高"
留言,安源正,2021/10/13 17:56,#新聞 國安基金明討論是否進場,依往例，國安基金七次進場，大盤自當時高點至波段最低的跌幅，至少要跌33%以上，現在跌幅才10%左右，目前不會啦
